,date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
1484178,2021-05-14,US_LA_22017,,,329.0,65005.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1053778,2022-04-14,US_CO_08045,,,9.0,38717.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2469282,2021-08-17,US_WI_55009,,,79.0,136149.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2492091,2021-11-10,US_WI_55099,,,5.0,7618.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1621120,2021-07-31,US_MN_27157,,,17.0,12610.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1620824,2022-02-14,US_MN_27155,,,0.0,2033.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2374074,2021-10-12,US_VA_51005,,,2.0,5533.0,,,,,,,,,,,,,,,,,,,,,,,,,,
210388,2021-11-24,AR_W_126,11.0,8140.0,127.0,5195.0,138.0,13335.0,,,,,,,,,,,,,,,,,,,,,,,,
1063242,2022-07-01,US_CO_08083,,,0.0,18273.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1960468,2021-11-09,US_OH_39039,,,1.0,17086.0,,,,,,,,,,,,,,,,,,,,,,,,,,
734226,2021-05-25,PL_04_64,269.0,30210.0,24.0,10216.0,293.0,40426.0,,,,,,,,,,,,,,,,,,,,,,,,
688738,2021-01-31,LV,12.0,17443.0,338.0,6786.0,350.0,24232.0,,,,,,,,,,,,,,,,,,,,,,,,
1710800,2021-06-15,US_MS_28109,,,129.0,13613.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1721261,2021-09-10,US_MS_28151,,,2.0,17080.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1951597,2021-11-30,US_OH_39003,,,167.0,40648.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1595291,2022-07-19,US_MN_27051,,,0.0,3324.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1012665,2022-04-09,US_CA,16277.0,32701033.0,15781.0,28179103.0,88876.0,73249492.0,,,9353.0,16433170.0,48381.0,43617189.0,,,5589.0,9655443.0,39350.0,27314174.0,,,836.0,2085482.0,1132.0,2302462.0,,,,,,
911822,2021-03-11,SK_TC,901.0,38701.0,867.0,21543.0,1768.0,60244.0,,,,,,,,,,,,,,,,,,,,,,,,
1411417,2021-07-18,US_KS_20177,,,113.0,80604.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2233556,2021-09-28,US_TX_48007,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
487892,2021-06-17,IL_M_0171,1.0,4965.0,1.0,4819.0,2.0,9784.0,,,,,,,,,,,,,,,,,,,,,,,,
1456529,2021-09-10,US_KY_21147,,,22.0,5785.0,,,,,,,,,,,,,,,,,,,,,,,,,,
213384,2022-01-15,AR_W_175,0.0,3135.0,1.0,2547.0,1.0,5682.0,,,,,,,,,,,,,,,,,,,,,,,,
1898618,2022-06-09,US_NM_35019,,,2.0,3020.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1758419,2021-06-02,US_NC_37021,,,92.0,112792.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2505161,2022-03-12,US_WV_54007,,,1.0,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,
144442,2022-01-21,AR_L_140,2.0,5665.0,4.0,5328.0,6.0,10993.0,,,,,,,,,,,,,,,,,,,,,,,,
816955,2021-03-03,PL_18_63,600.0,,571.0,18744.0,1171.0,,,,,,,,,,,,,,,,,,,,,,,,,
550827,2020-11-29,IL_WE_3616,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
748034,2021-08-21,PL_08_02,33.0,26130.0,29.0,23876.0,62.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,
1327252,2021-04-28,US_IN_18023,,,22.0,6910.0,,,,,,,,,,,,,,,,,,,,,,,,,,
916045,2021-05-13,TW,22328.0,151997.0,,,22328.0,151997.0,,,,,,,,,,,,,,,,,,,,,,,,
2262358,2022-02-25,US_TX_48123,,,12.0,9011.0,,,,,,,,,,,,,,,,,,,,,,,,,,
193803,2021-10-29,AR_T_091,93.0,12254.0,62.0,8947.0,155.0,21201.0,,,,,,,,,,,,,,,,,,,,,,,,
166994,2022-05-17,AR_Q,22.0,268184.0,280.0,255070.0,302.0,523254.0,,,,,,,,,,,,,,,,,,,,,,,,
2178295,2022-06-30,US_SD_46109,,,15.0,7940.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1197988,2021-07-22,US_HI_15009,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1569648,2021-08-08,US_MI_26117,,,25.0,21293.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1752972,2021-05-23,US_NC,19032.0,4457874.0,21960.0,3696623.0,39403.0,7976665.0,,,10579.0,1991556.0,23491.0,4436275.0,,,9663.0,1441431.0,14180.0,3273432.0,,,1718.0,263601.0,1732.0,266629.0,,,,,,
1257378,2022-08-23,US_ID_16035,,,0.0,3798.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1849677,2021-11-03,US_NE_31079,,,36.0,25878.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1516883,2021-05-11,US_MA_25019,,,2.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1669166,2021-08-24,US_MO_29175,,,52.0,6983.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1812452,2021-08-24,US_ND_38037,,,0.0,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1060461,2021-08-24,US_CO_08073,,,2.0,1628.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1104072,2022-04-02,US_FL_12089,,,15.0,50752.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2133895,2021-08-04,US_SC_45025,,,12.0,12226.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1945070,2021-11-29,US_NY_36105,,,0.0,41497.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1147848,2021-06-12,US_GA_13133,,,1.0,5748.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1787122,2021-07-23,US_NC_37137,,,17.0,5696.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2299657,2021-06-25,US_TX_48275,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1665699,2021-08-15,US_MO_29161,,,35.0,15185.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1641396,2021-05-10,US_MO_29063,,,26.0,2161.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2327696,2022-07-05,US_TX_48387,,,0.0,5067.0,,,,,,,,,,,,,,,,,,,,,,,,,,
190784,2021-11-13,AR_T_042,0.0,12949.0,1.0,9934.0,1.0,22883.0,,,,,,,,,,,,,,,,,,,,,,,,
1291148,2021-06-29,US_IL_17083,,,4.0,8787.0,,,,,,,,,,,,,,,,,,,,,,,,,,
311751,2021-03-29,CZ_31,254.0,70561.0,480.0,26531.0,734.0,97092.0,,,,,,,,,,,,,,,,,,,,,,,,
2181274,2022-07-15,US_SD_46123,,,0.0,2485.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1559383,2021-11-25,US_MI_26075,,,0.0,77519.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2238954,2021-08-23,US_TX_48029,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1584455,2022-08-20,US_MN_27007,,,0.0,33016.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2294417,2022-01-05,US_TX_48253,,,7.0,8363.0,,,,,,,,,,,,,,,,,,,,,,,,,,
136077,2021-12-02,AR_K_098,0.0,5522.0,3.0,3962.0,3.0,9484.0,,,,,,,,,,,,,,,,,,,,,,,,
856770,2021-07-08,PL_26_03,25.0,11931.0,355.0,8654.0,380.0,20585.0,,,,,,,,,,,,,,,,,,,,,,,,
691130,2021-09-06,ML,27091.0,257674.0,0.0,86477.0,27091.0,344151.0,,,,,,,,,,,,,,,,,,,,,,,,
1225554,2022-05-11,US_IA_19107,,,1.0,4790.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1423126,2022-03-18,US_KY_21011,,,1.0,6700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
310113,2021-11-16,CZ,17528.0,6473875.0,7466.0,5888137.0,52088.0,12929098.0,,,,,,,,,,,,,,,,,,,,,,,,
1230259,2021-09-18,US_IA_19127,,,26.0,21719.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2524572,2022-08-04,US_WV_54085,,,6.0,4790.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2077381,2021-11-26,US_PA_42103,,,0.0,28139.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1427478,2021-12-14,US_KY_21029,,,7.0,34369.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1951055,2021-10-13,US_OH_39001,,,2.0,8254.0,,,,,,,,,,,,,,,,,,,,,,,,,,
141352,2021-12-01,AR_L_077,2.0,2859.0,8.0,2753.0,10.0,5612.0,,,,,,,,,,,,,,,,,,,,,,,,
522634,2021-05-20,IL_M_7200,6.0,31384.0,15.0,30345.0,21.0,61729.0,,,,,,,,,,,,,,,,,,,,,,,,
386249,2022-08-07,FR_OCC_09,0.0,114659.0,0.0,113295.0,0.0,227954.0,,,,,,,,,,,,,,,,,,,,,,,,
2216593,2021-07-27,US_TN_47131,,,1.0,8059.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1646209,2022-05-12,US_MO_29081,,,0.0,2859.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40180,2021-12-12,AR_B_413,10.0,39302.0,93.0,36224.0,103.0,75526.0,,,,,,,,,,,,,,,,,,,,,,,,
1901980,2022-03-05,US_NM_35031,,,21.0,61217.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2486702,2021-12-25,US_WI_55078,,,0.0,3474.0,,,,,,,,,,,,,,,,,,,,,,,,,,
945894,2021-10-29,US_AL_01053,,,14.0,11883.0,,,,,,,,,,,,,,,,,,,,,,,,,,
144709,2021-08-12,AR_L_147,0.0,1370.0,19.0,679.0,19.0,2049.0,,,,,,,,,,,,,,,,,,,,,,,,
15305,2021-05-08,AR_B_063,12.0,4029.0,1.0,713.0,13.0,4742.0,,,,,,,,,,,,,,,,,,,,,,,,
171866,2021-07-27,AR_Q_091,27.0,6394.0,278.0,1232.0,305.0,7626.0,,,,,,,,,,,,,,,,,,,,,,,,
2430250,2021-05-25,US_VA_51690,,,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2425014,2021-12-09,US_VA_51610,,,1.0,7986.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2128519,2021-10-01,US_SC_45003,,,121.0,67077.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1194959,2021-08-31,US_GU,49.0,116734.0,43.0,104087.0,167.0,215475.0,,,15.0,62112.0,40.0,133516.0,,,5.0,34797.0,51.0,74548.0,,,23.0,7178.0,76.0,7410.0,,,,,,
308824,2021-10-03,CU,5359.0,9500116.0,11355.0,5245735.0,33164.0,21549854.0,,,,,,,,,,,,,,,,,,,,,,,,
2510254,2022-08-12,US_WV_54027,,,0.0,10931.0,,,,,,,,,,,,,,,,,,,,,,,,,,
441200,2021-05-21,IL_D_2600,12.0,35266.0,26.0,33705.0,38.0,68971.0,,,,,,,,,,,,,,,,,,,,,,,,
357065,2021-08-30,FR_GES_54,1123.0,518572.0,3867.0,476764.0,4990.0,995336.0,,,,,,,,,,,,,,,,,,,,,,,,
302311,2021-07-08,CO_41,,,,,14005.0,406338.0,,,,,,,,,,,,,,,,,,,,,,,,
490627,2021-06-07,IL_M_0195,15.0,14382.0,0.0,13898.0,15.0,28280.0,,,,,,,,,,,,,,,,,,,,,,,,
832987,2022-02-20,PL_22_12,7.0,28493.0,28.0,25046.0,66.0,70358.0,,,,,,,,,,,,,,,,,,,,,,,,
1191262,2022-08-22,US_GA_13309,,,0.0,2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,
584186,2022-01-22,IL_Z_0122,1.0,6628.0,8.0,6357.0,9.0,12985.0,,,,,,,,,,,,,,,,,,,,,,,,
1774513,2022-03-15,US_NC_37085,,,10.0,56740.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2196890,2021-09-22,US_TN_47051,,,33.0,14124.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1867613,2022-04-04,US_NE_31151,,,0.0,7486.0,,,,,,,,,,,,,,,,,,,,,,,,,,
795627,2021-10-23,PL_14_37,67.0,15809.0,21.0,15087.0,88.0,30896.0,,,,,,,,,,,,,,,,,,,,,,,,
1211711,2022-04-30,US_IA_19051,,,0.0,3316.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1101159,2022-05-23,US_FL_12079,,,0.0,8563.0,,,,,,,,,,,,,,,,,,,,,,,,,,
723272,2022-04-06,PL_04,27.0,1219227.0,52.0,1051968.0,395.0,2926479.0,,,,,,,,,,,,,,,,,,,,,,,,
88484,2021-09-11,AR_E_049,3.0,16525.0,71.0,11342.0,74.0,27867.0,,,,,,,,,,,,,,,,,,,,,,,,
3464,2022-05-14,AR_A_021,1.0,6595.0,0.0,5973.0,1.0,12568.0,,,,,,,,,,,,,,,,,,,,,,,,
877450,2021-10-16,PL_30_08,30.0,25431.0,6.0,22163.0,36.0,47594.0,,,,,,,,,,,,,,,,,,,,,,,,
54670,2021-12-16,AR_B_623,29.0,35027.0,38.0,31566.0,67.0,66593.0,,,,,,,,,,,,,,,,,,,,,,,,
2464377,2022-01-03,US_WA_53069,,,0.0,2140.0,,,,,,,,,,,,,,,,,,,,,,,,,,
376998,2021-04-21,FR_NAQ_33,6391.0,345703.0,4232.0,117061.0,10623.0,462764.0,,,,,,,,,,,,,,,,,,,,,,,,
1856654,2022-01-03,US_NE_31107,,,0.0,3920.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1725664,2022-08-23,US_MT_30001,,,0.0,5175.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1000253,2021-08-05,US_AR_05137,,,5.0,3628.0,,,,,,,,,,,,,,,,,,,,,,,,,,
860307,2021-10-23,PL_26_10,48.0,29355.0,15.0,25658.0,63.0,55013.0,,,,,,,,,,,,,,,,,,,,,,,,
1179225,2022-02-22,US_GA_13261,,,23.0,15064.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2030999,2022-08-15,US_OK_40145,,,0.0,39205.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1736642,2021-08-04,US_MT_30047,,,8.0,13880.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1545838,2021-05-02,US_MI_26021,,,0.0,47996.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1497573,2021-07-10,US_LA_22071,,,419.0,195791.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1211022,2021-10-17,US_IA_19049,,,0.0,53999.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2246797,2021-06-23,US_TX_48061,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
672853,2021-10-15,IT_21,5548.0,3189221.0,7044.0,2893865.0,20950.0,6331106.0,,,,,,,,,,,,,,,,,,,,,,,,
374557,2021-06-27,FR_NAQ_17,380.0,362004.0,1714.0,226712.0,2094.0,588716.0,,,,,,,,,,,,,,,,,,,,,,,,
646538,2022-06-03,IL_Z_4005,0.0,1057.0,0.0,954.0,0.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,
369201,2022-04-10,FR_IDF_92,6.0,1274885.0,8.0,1262064.0,14.0,2536949.0,,,,,,,,,,,,,,,,,,,,,,,,
350773,2021-08-08,FR_CVL_28,80.0,296052.0,96.0,247738.0,176.0,543790.0,,,,,,,,,,,,,,,,,,,,,,,,
169125,2021-09-20,AR_Q_042,5.0,5033.0,26.0,3879.0,31.0,8912.0,,,,,,,,,,,,,,,,,,,,,,,,
944976,2022-01-07,US_AL_01049,,,49.0,23018.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1409449,2021-07-26,US_KS_20169,,,21.0,20197.0,,,,,,,,,,,,,,,,,,,,,,,,,,
80619,2021-08-22,AR_C_015,7.0,27499.0,274.0,13491.0,281.0,40990.0,,,,,,,,,,,,,,,,,,,,,,,,
1896373,2021-09-13,US_NM_35011,,,0.0,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,
107071,2021-08-05,AR_G_119,11.0,8486.0,276.0,1637.0,287.0,10123.0,,,,,,,,,,,,,,,,,,,,,,,,
1460503,2021-10-02,US_KY_21163,,,37.0,10566.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2286994,2021-12-23,US_TX_48223,,,13.0,13800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1012310,2021-04-19,US_CA,199322.0,17276173.0,144076.0,10041634.0,343300.0,26435308.0,,,70889.0,4828212.0,199769.0,13629803.0,,,72437.0,4157398.0,142778.0,11738558.0,,,745.0,1055470.0,741.0,1064206.0,,,,,,
915582,2021-05-12,TT,98.0,60585.0,0.0,1179.0,98.0,61764.0,,,,,,,,,,,,,,,,,,,,,,,,
1256028,2021-08-26,US_ID_16031,,,14.0,6150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
867097,2021-08-14,PL_28_09,15.0,15241.0,4.0,13857.0,19.0,29098.0,,,,,,,,,,,,,,,,,,,,,,,,
1108786,2021-08-19,US_FL_12109,,,500.0,145990.0,,,,,,,,,,,,,,,,,,,,,,,,,,
696328,2021-11-30,MY_04,333.0,720125.0,158.0,711838.0,5985.0,1535282.0,319.0,419974.0,103.0,413187.0,,,,,,,,,,,,,,,13.0,44.0,,,,
1463064,2022-01-01,US_KY_21173,,,0.0,12365.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1866528,2021-12-28,US_NE_31147,,,34.0,3848.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2439745,2022-06-27,US_VT,0.0,588804.0,0.0,511047.0,0.0,1459442.0,,,0.0,282684.0,0.0,831791.0,,,0.0,180542.0,0.0,573010.0,,,0.0,47549.0,0.0,53756.0,,,,,,
2475063,2022-07-30,US_WI_55031,,,0.0,19827.0,,,,,,,,,,,,,,,,,,,,,,,,,,
231774,2022-03-25,AR_Y_098,1.0,2282.0,4.0,2037.0,5.0,4319.0,,,,,,,,,,,,,,,,,,,,,,,,
944645,2022-06-19,US_AL_01047,,,0.0,17082.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1823606,2022-06-06,US_ND_38081,,,0.0,2324.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1426858,2021-08-10,US_KY_21027,,,0.0,6658.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1156864,2021-10-14,US_GA_13169,,,29.0,6693.0,,,,,,,,,,,,,,,,,,,,,,,,,,
995729,2021-05-19,US_AR_05119,,,470.0,132810.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2328998,2022-01-06,US_TX_48393,,,0.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,
914469,2022-09-14,TH,1729.0,56972124.0,3618.0,53426476.0,16321.0,142287381.0,,,,,,,,,,,,,,,,,,,,,,,,
352518,2021-03-25,FR_CVL_41,1890.0,38636.0,428.0,16993.0,2318.0,55629.0,,,,,,,,,,,,,,,,,,,,,,,,
2270695,2021-12-26,US_TX_48157,,,0.0,543841.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1608317,2021-09-10,US_MN_27105,,,38.0,10547.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1846851,2022-03-21,US_NE_31067,,,0.0,9602.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1070518,2022-02-17,US_CO_08113,,,2.0,6721.0,,,,,,,,,,,,,,,,,,,,,,,,,,
115025,2021-09-30,AR_H_056,4.0,5018.0,49.0,4097.0,53.0,9115.0,,,,,,,,,,,,,,,,,,,,,,,,
1863960,2021-09-21,US_NE_31137,,,4.0,2955.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1452217,2022-01-22,US_KY_21129,,,4.0,3576.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1236469,2022-06-27,US_IA_19151,,,0.0,3482.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1182903,2021-05-24,US_GA_13277,,,0.0,4347.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2176963,2021-07-21,US_SD_46105,,,0.0,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1159870,2021-11-25,US_GA_13181,,,0.0,1660.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2080436,2022-02-25,US_PA_42115,,,5.0,18526.0,,,,,,,,,,,,,,,,,,,,,,,,,,
372602,2021-04-14,FR_MQ,915.0,25049.0,300.0,6694.0,1215.0,31743.0,,,,,,,,,,,,,,,,,,,,,,,,
246798,2022-03-16,BB,33.0,160736.0,54.0,150525.0,87.0,311261.0,,,,,,,,,,,,,,,,,,,,,,,,
1433271,2021-08-01,US_KY_21053,,,4.0,2739.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1624878,2022-05-27,US_MN_27171,,,16.0,76447.0,,,,,,,,,,,,,,,,,,,,,,,,,,
385664,2020-12-30,FR_OCC_09,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
214916,2022-04-08,AR_X_014,49.0,612390.0,125.0,538544.0,174.0,1150934.0,,,,,,,,,,,,,,,,,,,,,,,,
333708,2021-03-25,FR_ARA_26,2975.0,62195.0,347.0,23197.0,3322.0,85392.0,,,,,,,,,,,,,,,,,,,,,,,,
876951,2021-10-07,PL_30_07,48.0,34386.0,20.0,30938.0,68.0,65324.0,,,,,,,,,,,,,,,,,,,,,,,,
1951374,2022-09-12,US_OH_39001,,,0.0,9964.0,,,,,,,,,,,,,,,,,,,,,,,,,,
669764,2021-08-29,IN_SK,260.0,505665.0,241.0,166751.0,501.0,672416.0,,,,,,,,,,,,,,,,,,,,,,,,
2279879,2021-06-07,US_TX_48195,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
903779,2021-10-07,RS,4152.0,3061127.0,3890.0,2929468.0,23753.0,6655878.0,,,,,,,,,,,,,,,,,,,,,,,,
1359488,2021-09-01,US_IN_18153,,,15.0,8342.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1468864,2021-08-26,US_KY_21197,,,16.0,5160.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1623142,2021-09-15,US_MN_27165,,,12.0,5217.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1987151,2021-11-16,US_OH_39147,,,6.0,24667.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1640044,2021-09-17,US_MO_29057,,,3.0,2922.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2520412,2022-01-08,US_WV_54069,,,19.0,26708.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1398031,2021-05-31,US_KS_20123,,,0.0,2387.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1733474,2022-05-21,US_MT_30033,,,0.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1525783,2022-06-13,US_MD_24025,,,14.0,179979.0,,,,,,,,,,,,,,,,,,,,,,,,,,
806232,2021-05-01,PL_18_02,193.0,13896.0,391.0,5144.0,584.0,19040.0,,,,,,,,,,,,,,,,,,,,,,,,
584698,2020-12-15,IL_Z_0240,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2249872,2021-10-12,US_TX_48073,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1325185,2022-06-05,US_IN_18013,,,0.0,7741.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201762,2022-04-12,AR_V_007,2.0,36654.0,6.0,33737.0,8.0,70391.0,,,,,,,,,,,,,,,,,,,,,,,,
1586120,2021-10-13,US_MN_27015,,,12.0,14568.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2411977,2021-05-30,US_VA_51167,,,11.0,6194.0,,,,,,,,,,,,,,,,,,,,,,,,,,
76861,2022-04-18,AR_C_007,3.0,47479.0,4.0,45611.0,7.0,93090.0,,,,,,,,,,,,,,,,,,,,,,,,
1474166,2022-08-23,US_KY_21217,,,0.0,12565.0,,,,,,,,,,,,,,,,,,,,,,,,,,
661148,2022-07-03,IN,114867.0,1016937915.0,481056.0,916273442.0,932685.0,1978551059.0,,,,,,,,,,,,,,,,,,,,,,,,
377052,2021-06-14,FR_NAQ_33,8366.0,750245.0,9865.0,400730.0,18231.0,1150975.0,,,,,,,,,,,,,,,,,,,,,,,,
1115202,2021-05-04,US_GA,13515.0,3769478.0,29331.0,2730134.0,42175.0,6503909.0,,,21651.0,1379691.0,28116.0,3430573.0,,,6393.0,1207769.0,12761.0,2927519.0,,,1286.0,142421.0,1298.0,145378.0,,,,,,
1990586,2021-10-24,US_OH_39161,,,25.0,10932.0,,,,,,,,,,,,,,,,,,,,,,,,,,
245302,2021-11-18,AU_WA,8010.0,1893550.0,10642.0,1555126.0,18652.0,3448676.0,,,,,,,,,,,,,,,,,,,,,,,,
2006050,2021-12-09,US_OK_40045,,,1.0,1277.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1686346,2022-02-16,US_MS_28009,,,3.0,4171.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1889406,2021-11-05,US_NJ_34029,,,213.0,298672.0,,,,,,,,,,,,,,,,,,,,,,,,,,
498485,2020-05-26,IL_M_0633,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2150531,2022-07-04,US_SC_45091,,,0.0,142023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1121353,2021-12-10,US_GA_13023,,,4.0,1725.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1521802,2022-05-15,US_MD_24009,,,8.0,65725.0,,,,,,,,,,,,,,,,,,,,,,,,,,
464367,2022-03-09,IL_HA_2710,0.0,34315.0,0.0,29326.0,0.0,63641.0,,,,,,,,,,,,,,,,,,,,,,,,
1686489,2022-07-09,US_MS_28009,,,0.0,4331.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1940636,2021-12-11,US_NY_36087,,,411.0,192193.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1798419,2021-05-19,US_NC_37183,,,2339.0,475676.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2400517,2022-06-30,US_VA_51113,,,8.0,7396.0,,,,,,,,,,,,,,,,,,,,,,,,,,
199644,2021-12-30,AR_U_084,4.0,2169.0,10.0,1917.0,14.0,4086.0,,,,,,,,,,,,,,,,,,,,,,,,
937003,2021-10-30,US_AL_01017,,,11.0,9319.0,,,,,,,,,,,,,,,,,,,,,,,,,,
469976,2022-07-06,IL_HA_8200,1.0,36493.0,0.0,35013.0,1.0,71506.0,,,,,,,,,,,,,,,,,,,,,,,,
1520047,2021-08-15,US_MD_24001,,,11.0,31142.0,,,,,,,,,,,,,,,,,,,,,,,,,,
