,date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
1520182,2021-12-28,US_MD_24001,,,29.0,37505.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2286667,2022-06-08,US_TX_48221,,,2.0,31371.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1516786,2022-06-12,US_MA_25017,,,14.0,1296667.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1231366,2022-01-15,US_IA_19131,,,0.0,5023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
980134,2021-12-18,US_AR_05055,,,0.0,18365.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1852744,2022-02-14,US_NE_31091,,,0.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1803552,2021-08-16,US_ND_38001,,,0.0,891.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2468432,2022-01-02,US_WI_55005,,,0.0,23175.0,,,,,,,,,,,,,,,,,,,,,,,,,,
710850,2021-10-16,PL_02_06,121.0,29112.0,27.0,24349.0,148.0,53461.0,,,,,,,,,,,,,,,,,,,,,,,,
2396560,2022-06-25,US_VA_51097,,,0.0,3616.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2524608,2021-05-03,US_WV_54087,,,0.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,
857623,2021-03-01,PL_26_05,0.0,,0.0,2152.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2217074,2021-07-14,US_TN_47133,,,4.0,5744.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1821989,2022-01-22,US_ND_38075,,,0.0,885.0,,,,,,,,,,,,,,,,,,,,,,,,,,
690263,2022-02-24,ME,57.0,288443.0,78.0,279939.0,309.0,662665.0,,,,,,,,,,,,,,,,,,,,,,,,
186160,2021-04-22,AR_S_112,31.0,2450.0,0.0,115.0,31.0,2565.0,,,,,,,,,,,,,,,,,,,,,,,,
1228258,2021-08-24,US_IA_19119,,,9.0,4048.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1420495,2021-10-08,US_KY_21001,,,16.0,6627.0,,,,,,,,,,,,,,,,,,,,,,,,,,
972440,2022-07-16,US_AR_05023,,,0.0,11179.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2059795,2022-06-12,US_PA_42031,,,0.0,17010.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1763945,2021-09-02,US_NC_37043,,,6.0,3416.0,,,,,,,,,,,,,,,,,,,,,,,,,,
326827,2021-04-25,ES_EX,6662.0,282136.0,351.0,115281.0,7013.0,397417.0,,,,,,,,,,,,,,,,,,,,,,,,
1590831,2022-07-05,US_MN_27033,,,0.0,6316.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1715378,2021-10-25,US_MS_28127,,,0.0,10644.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1560634,2022-08-15,US_MI_26079,,,0.0,8473.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1695321,2022-05-10,US_MS_28045,,,2.0,21222.0,,,,,,,,,,,,,,,,,,,,,,,,,,
402247,2021-08-22,GB,40345.0,47690741.0,116352.0,41810753.0,156697.0,89501494.0,,,,,,,,,,,,,,,,,,,,,,,,
2222144,2021-11-21,US_TN_47153,,,8.0,4797.0,,,,,,,,,,,,,,,,,,,,,,,,,,
304905,2021-12-24,CO_68,,,,,5533.0,3016244.0,,,,,,,,,,,,,,,,,,,,,,,,
55456,2021-09-02,AR_B_638,223.0,95170.0,1492.0,47062.0,1715.0,142232.0,,,,,,,,,,,,,,,,,,,,,,,,
1433165,2022-09-08,US_KY_21051,,,27.0,9075.0,,,,,,,,,,,,,,,,,,,,,,,,,,
823589,2021-11-24,PL_20_11,138.0,26203.0,11.0,22094.0,149.0,48297.0,,,,,,,,,,,,,,,,,,,,,,,,
2165850,2022-03-27,US_SD_46061,,,0.0,1474.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2515063,2022-04-03,US_WV_54047,,,1.0,9079.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2398825,2021-12-02,US_VA_51107,,,1234.0,269711.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1738866,2022-04-09,US_MT_30055,,,0.0,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1023550,2022-04-23,US_CA_06043,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
539462,2022-05-13,IL_TA_6400,0.0,81961.0,0.0,78985.0,0.0,160946.0,,,,,,,,,,,,,,,,,,,,,,,,
2172385,2022-07-18,US_SD_46087,,,0.0,3261.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1281851,2021-09-26,US_IL_17045,,,30.0,6412.0,,,,,,,,,,,,,,,,,,,,,,,,,,
840319,2022-02-02,PL_24_06,20.0,35482.0,43.0,29845.0,157.0,80880.0,,,,,,,,,,,,,,,,,,,,,,,,
1321610,2022-02-11,US_IN,2264.0,4057582.0,2885.0,3608765.0,9339.0,9099848.0,,,2131.0,2086794.0,6297.0,5475955.0,,,638.0,1235815.0,2855.0,3294273.0,,,108.0,278011.0,147.0,300633.0,,,,,,
2511953,2021-11-08,US_WV_54035,,,0.0,5072.0,,,,,,,,,,,,,,,,,,,,,,,,,,
765788,2021-12-13,PL_10_62,0.0,48382.0,0.0,41110.0,0.0,100664.0,,,,,,,,,,,,,,,,,,,,,,,,
1990927,2021-05-24,US_OH_39163,,,5.0,3399.0,,,,,,,,,,,,,,,,,,,,,,,,,,
228542,2021-07-01,AR_Y_042,257.0,10687.0,15.0,2424.0,272.0,13111.0,,,,,,,,,,,,,,,,,,,,,,,,
1049301,2022-03-14,US_CO_08027,,,0.0,2442.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1548608,2022-02-26,US_MI_26031,,,10.0,14066.0,,,,,,,,,,,,,,,,,,,,,,,,,,
666429,2021-03-03,IN_LD,0.0,2413.0,0.0,803.0,0.0,3216.0,,,,,,,,,,,,,,,,,,,,,,,,
1581861,2022-07-31,US_MI_26165,,,0.0,17424.0,,,,,,,,,,,,,,,,,,,,,,,,,,
739099,2021-04-27,PL_06_09,282.0,,39.0,7318.0,321.0,,,,,,,,,,,,,,,,,,,,,,,,,
2226336,2022-07-19,US_TN_47169,,,0.0,4204.0,,,,,,,,,,,,,,,,,,,,,,,,,,
926394,2022-02-14,US_AK_02170,,,0.0,42866.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1258476,2021-08-04,US_ID_16041,,,10.0,4033.0,,,,,,,,,,,,,,,,,,,,,,,,,,
968291,2021-12-31,US_AR_05007,,,0.0,139895.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2393075,2022-05-29,US_VA_51083,,,0.0,14797.0,,,,,,,,,,,,,,,,,,,,,,,,,,
118148,2022-01-03,AR_H_105,46.0,9985.0,29.0,7657.0,75.0,17642.0,,,,,,,,,,,,,,,,,,,,,,,,
1022548,2022-04-09,US_CA_06039,,,27.0,84632.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2496970,2021-09-10,US_WI_55119,,,32.0,5987.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2322422,2021-08-05,US_TX_48367,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
511817,2021-10-30,IL_M_1319,0.0,4388.0,0.0,4254.0,0.0,8642.0,,,,,,,,,,,,,,,,,,,,,,,,
1642475,2021-08-09,US_MO_29067,,,9.0,2240.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1794638,2021-11-06,US_NC_37167,,,19.0,23502.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1743219,2022-01-06,US_MT_30073,,,0.0,3087.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271,2022-07-30,US_WA_53007,,,0.0,55036.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1070382,2021-10-04,US_CO_08113,,,0.0,5998.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2144018,2022-04-04,US_SC_45065,,,0.0,5525.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2182485,2021-10-17,US_SD_46129,,,0.0,1748.0,,,,,,,,,,,,,,,,,,,,,,,,,,
995120,2022-06-02,US_AR_05115,,,4.0,32036.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2467207,2021-05-10,US_WI_55001,,,34.0,7267.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1480209,2021-04-27,US_LA_22001,,,15.0,13388.0,,,,,,,,,,,,,,,,,,,,,,,,,,
910425,2021-08-02,SK_NI,1106.0,285707.0,638.0,248511.0,1744.0,534218.0,,,,,,,,,,,,,,,,,,,,,,,,
1905049,2022-06-18,US_NM_35043,,,0.0,106609.0,,,,,,,,,,,,,,,,,,,,,,,,,,
682580,2021-08-25,JO,12247.0,3401192.0,25417.0,2822246.0,37664.0,6223438.0,,,,,,,,,,,,,,,,,,,,,,,,
1088075,2021-09-25,US_FL_12027,,,55.0,14296.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1277922,2021-10-19,US_IL_17029,,,1.0,19345.0,,,,,,,,,,,,,,,,,,,,,,,,,,
640229,2022-09-07,IL_Z_1295,0.0,4997.0,0.0,4205.0,0.0,9202.0,,,,,,,,,,,,,,,,,,,,,,,,
1510018,2021-10-13,US_LA_22121,,,21.0,12555.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2384874,2021-08-05,US_VA_51049,,,0.0,571.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2366300,2022-06-03,US_UT_49033,,,0.0,1303.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2272817,2022-05-21,US_TX_48165,,,1.0,4763.0,,,,,,,,,,,,,,,,,,,,,,,,,,
960487,2022-07-23,US_AL_01111,,,0.0,7594.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1117174,2021-04-27,US_GA_13007,,,3.0,503.0,,,,,,,,,,,,,,,,,,,,,,,,,,
316097,2021-12-29,CZ_63,520.0,308480.0,261.0,285674.0,3415.0,704690.0,,,,,,,,,,,,,,,,,,,,,,,,
658989,2021-06-09,IL_Z_9100,11.0,41706.0,11.0,40103.0,22.0,81809.0,,,,,,,,,,,,,,,,,,,,,,,,
530591,2020-08-15,IL_TA,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1078644,2022-03-09,US_DC,229.0,675081.0,183.0,507132.0,732.0,1428112.0,,,135.0,293840.0,520.0,876735.0,,,39.0,173925.0,189.0,514349.0,,,9.0,38936.0,19.0,36158.0,,,,,,
793240,2021-12-25,PL_14_32,0.0,66538.0,0.0,58593.0,0.0,151809.0,,,,,,,,,,,,,,,,,,,,,,,,
2221041,2021-07-29,US_TN_47149,,,203.0,122398.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1364486,2021-10-29,US_IN_18173,,,23.0,36424.0,,,,,,,,,,,,,,,,,,,,,,,,,,
933961,2021-08-13,US_AL_01005,,,71.0,7062.0,,,,,,,,,,,,,,,,,,,,,,,,,,
452272,2021-08-21,IL_HA_0652,1.0,1657.0,0.0,1493.0,1.0,3150.0,,,,,,,,,,,,,,,,,,,,,,,,
1364383,2021-07-18,US_IN_18173,,,32.0,31944.0,,,,,,,,,,,,,,,,,,,,,,,,,,
402063,2021-02-19,GB,371906.0,17247442.0,15294.0,604885.0,387200.0,17852327.0,,,,,,,,,,,,,,,,,,,,,,,,
1057577,2021-11-12,US_CO_08061,,,2.0,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,
893647,2021-11-12,PL_32_05,0.0,22347.0,0.0,17824.0,0.0,40171.0,,,,,,,,,,,,,,,,,,,,,,,,
1466612,2022-04-01,US_KY_21187,,,0.0,4104.0,,,,,,,,,,,,,,,,,,,,,,,,,,
722436,2021-04-23,PL_02_65,1118.0,,624.0,19892.0,1742.0,,,,,,,,,,,,,,,,,,,,,,,,,
683114,2022-04-07,JP,14356.0,102842098.0,16249.0,100899057.0,432232.0,262094303.0,,,,,,,,,,,,,,,,,,,,,,,,
1996014,2021-07-06,US_OK_40005,,,2.0,3461.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008357,2021-06-29,US_OK_40055,,,0.0,1549.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1199936,2022-07-20,US_IA_19003,,,0.0,2034.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1300201,2021-12-07,US_IL_17119,,,238.0,149276.0,,,,,,,,,,,,,,,,,,,,,,,,,,
119819,2022-01-22,AR_H_133,0.0,12330.0,2.0,9655.0,2.0,21985.0,,,,,,,,,,,,,,,,,,,,,,,,
1715888,2021-11-10,US_MS_28129,,,8.0,4876.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1352224,2022-01-25,US_IN_18123,,,1.0,10601.0,,,,,,,,,,,,,,,,,,,,,,,,,,
515529,2021-12-21,IL_M_2530,45.0,18401.0,59.0,16741.0,104.0,35142.0,,,,,,,,,,,,,,,,,,,,,,,,
1237259,2021-12-11,US_IA_19155,,,44.0,49427.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1847053,2021-06-02,US_NE_31069,,,0.0,623.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1379319,2021-07-30,US_KS_20047,,,0.0,1026.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1903030,2022-05-06,US_NM_35035,,,14.0,41301.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2364365,2022-07-14,US_UT_49025,,,8.0,4007.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1611586,2022-07-12,US_MN_27117,,,0.0,5023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2084333,2022-01-01,US_PA_42131,,,0.0,15253.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1888563,2022-03-30,US_NJ_34025,,,81.0,419161.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1643103,2021-12-21,US_MO_29069,,,4.0,10201.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169258,2022-02-08,AR_Q_042,2.0,6655.0,5.0,6195.0,7.0,12850.0,,,,,,,,,,,,,,,,,,,,,,,,
1356466,2021-07-05,US_IN_18141,,,0.0,127541.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2352101,2021-09-13,US_TX_48487,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
931793,2021-05-17,US_AK_02290,,,0.0,2634.0,,,,,,,,,,,,,,,,,,,,,,,,,,
870417,2021-04-24,PL_28_16,274.0,,86.0,4662.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,
579732,2022-05-23,IL_WE_3823,0.0,983.0,0.0,845.0,0.0,1828.0,,,,,,,,,,,,,,,,,,,,,,,,
215596,2021-06-28,AR_X_028,238.0,8797.0,74.0,2549.0,312.0,11346.0,,,,,,,,,,,,,,,,,,,,,,,,
2282533,2021-12-08,US_TX_48205,,,-4.0,2498.0,,,,,,,,,,,,,,,,,,,,,,,,,,
713964,2022-04-08,PL_02_12,5.0,26497.0,3.0,22826.0,15.0,63531.0,,,,,,,,,,,,,,,,,,,,,,,,
2489249,2022-03-12,US_WI_55087,,,32.0,119782.0,,,,,,,,,,,,,,,,,,,,,,,,,,
256733,2021-03-06,BR_BA,20100.0,540532.0,7646.0,162561.0,27746.0,703093.0,,,,,,,,,,,,,,,,,,,,,,,,
2176709,2022-03-18,US_SD_46103,,,17.0,65059.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1178531,2021-08-06,US_GA_13259,,,0.0,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1706963,2021-10-08,US_MS_28093,,,68.0,15894.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1563353,2021-12-13,US_MI_26091,,,32.0,48979.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1091108,2021-12-03,US_FL_12039,,,28.0,24685.0,,,,,,,,,,,,,,,,,,,,,,,,,,
615586,2020-05-07,IL_Z_0530,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1994089,2021-12-08,US_OH_39175,,,13.0,9701.0,,,,,,,,,,,,,,,,,,,,,,,,,,
972565,2021-07-12,US_AR_05025,,,4.0,2620.0,,,,,,,,,,,,,,,,,,,,,,,,,,
789662,2021-07-30,PL_14_24,31.0,22504.0,204.0,20241.0,235.0,42745.0,,,,,,,,,,,,,,,,,,,,,,,,
1397042,2021-05-30,US_KS_20119,,,2.0,1094.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022-03-10,AR_V_014,5.0,30206.0,14.0,27620.0,19.0,57826.0,,,,,,,,,,,,,,,,,,,,,,,,
2364026,2021-08-09,US_UT_49025,,,1.0,3057.0,,,,,,,,,,,,,,,,,,,,,,,,,,
76061,2021-06-23,AR_C_006,274.0,17936.0,16.0,4999.0,290.0,22935.0,,,,,,,,,,,,,,,,,,,,,,,,
1549256,2022-07-30,US_MI_26033,,,0.0,26281.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1355134,2021-12-02,US_IN_18135,,,11.0,10397.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1765902,2021-08-14,US_NC_37051,,,545.0,157571.0,,,,,,,,,,,,,,,,,,,,,,,,,,
293585,2021-02-01,CH_UR,68.0,1936.0,116.0,488.0,177.0,2378.0,,,,,,,,,,,,,,,,,,,,,,,,
1180749,2022-04-05,US_GA_13267,,,4.0,8295.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1993184,2022-03-01,US_OH_39171,,,1.0,16288.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1048917,2022-07-02,US_CO_08025,,,0.0,1334.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2404887,2022-04-15,US_VA_51135,,,1.0,6553.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1937866,2022-06-23,US_NY_36075,,,32.0,70158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47680,2022-02-07,AR_B_518,8.0,12199.0,23.0,10672.0,31.0,22871.0,,,,,,,,,,,,,,,,,,,,,,,,
631651,2021-09-29,IL_Z_0998,15.0,6355.0,15.0,5760.0,30.0,12115.0,,,,,,,,,,,,,,,,,,,,,,,,
157804,2021-12-20,AR_N_049,13.0,10571.0,22.0,7087.0,35.0,17658.0,,,,,,,,,,,,,,,,,,,,,,,,
659329,2022-05-15,IL_Z_9100,1.0,48404.0,1.0,46274.0,2.0,94678.0,,,,,,,,,,,,,,,,,,,,,,,,
647806,2020-11-18,IL_Z_4201,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1362356,2021-05-28,US_IN_18165,,,21.0,4644.0,,,,,,,,,,,,,,,,,,,,,,,,,,
733562,2022-04-06,PL_04_62,3.0,76535.0,0.0,65228.0,9.0,178340.0,,,,,,,,,,,,,,,,,,,,,,,,
1531462,2021-10-07,US_MD_24510,,,624.0,328479.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1116189,2021-04-30,US_GA_13003,,,5.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2312380,2022-07-03,US_TX_48325,,,0.0,29517.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1344131,2021-07-20,US_IN_18091,,,0.0,50279.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1628607,2021-07-04,US_MO_29011,,,2.0,2644.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1786973,2022-07-03,US_NC_37135,,,0.0,122189.0,,,,,,,,,,,,,,,,,,,,,,,,,,
704522,2022-04-07,NO,190.0,4335326.0,391.0,4031964.0,2174.0,11319059.0,,,,,,,,,,,,,,,,,,,,,,,,
2287854,2021-08-17,US_TX_48227,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
138505,2021-07-21,AR_L_021,417.0,31181.0,261.0,10561.0,678.0,41742.0,,,,,,,,,,,,,,,,,,,,,,,,
887560,2021-04-17,PL_30_29,273.0,,20.0,2383.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,
1967605,2022-06-18,US_OH_39067,,,0.0,6520.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1720294,2021-10-01,US_MS_28147,,,16.0,4935.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1783362,2022-01-31,US_NC_37121,,,0.0,7278.0,,,,,,,,,,,,,,,,,,,,,,,,,,
786266,2021-09-02,PL_14_17,80.0,46935.0,89.0,43606.0,169.0,90541.0,,,,,,,,,,,,,,,,,,,,,,,,
1065063,2022-01-27,US_CO_08091,,,2.0,3179.0,,,,,,,,,,,,,,,,,,,,,,,,,,
312550,2021-10-22,CZ_32,803.0,334793.0,152.0,317733.0,2386.0,658478.0,,,,,,,,,,,,,,,,,,,,,,,,
2173315,2022-05-21,US_SD_46091,,,0.0,2602.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1746507,2021-07-20,US_MT_30087,,,0.0,5250.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26149,2021-01-29,AR_B_231,0.0,204.0,13.0,35.0,13.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,
1355933,2021-05-27,US_IN_18139,,,17.0,5519.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1585128,2021-10-09,US_MN_27011,,,0.0,2862.0,,,,,,,,,,,,,,,,,,,,,,,,,,
449141,2020-07-31,IL_HA_0541,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
766917,2022-05-11,PL_12,45.0,1900844.0,67.0,1662922.0,780.0,4544900.0,,,,,,,,,,,,,,,,,,,,,,,,
755100,2022-03-15,PL_10_01,0.0,46958.0,0.0,39139.0,1.0,111926.0,,,,,,,,,,,,,,,,,,,,,,,,
1197070,2021-09-30,US_HI_15005,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2132741,2022-06-28,US_SC_45019,,,0.0,272853.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2403975,2022-06-30,US_VA_51131,,,-4.0,8402.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2239357,2021-05-24,US_TX_48031,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2074088,2022-05-10,US_PA_42089,,,16.0,102360.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1225117,2022-07-07,US_IA_19105,,,4.0,12204.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2038779,2021-12-30,US_OR_41021,,,0.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,
593821,2020-11-18,IL_Z_0490,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1999916,2021-05-17,US_OK_40021,,,0.0,12835.0,,,,,,,,,,,,,,,,,,,,,,,,,,
830065,2022-03-10,PL_22_06,12.0,38725.0,24.0,34584.0,82.0,92763.0,,,,,,,,,,,,,,,,,,,,,,,,
2440880,2021-07-12,US_VT_50005,,,16.0,9101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2370365,2021-05-18,US_UT_49051,,,410.0,9527.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1775760,2021-07-23,US_NC_37091,,,8.0,5362.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2222837,2022-06-08,US_TN_47155,,,2.0,49840.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1020530,2022-02-26,US_CA_06031,,,44.0,75415.0,,,,,,,,,,,,,,,,,,,,,,,,,,
424241,2022-07-21,IL_D_1031,0.0,19265.0,1.0,17607.0,1.0,36872.0,,,,,,,,,,,,,,,,,,,,,,,,
783271,2021-07-09,PL_14_11,110.0,19115.0,253.0,14760.0,363.0,33875.0,,,,,,,,,,,,,,,,,,,,,,,,
1923076,2022-07-23,US_NY_36015,,,0.0,51345.0,,,,,,,,,,,,,,,,,,,,,,,,,,
629193,2022-07-13,IL_Z_0962,0.0,4501.0,0.0,4058.0,0.0,8559.0,,,,,,,,,,,,,,,,,,,,,,,,
2403325,2022-01-25,US_VA_51127,,,1.0,11702.0,,,,,,,,,,,,,,,,,,,,,,,,,,
396700,2022-01-11,FR_PAC_13,1615.0,1468174.0,1743.0,1427839.0,3358.0,2896013.0,,,,,,,,,,,,,,,,,,,,,,,,
1049821,2022-04-09,US_CO_08029,,,1.0,14831.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1965252,2021-06-06,US_OH_39059,,,51.0,12450.0,,,,,,,,,,,,,,,,,,,,,,,,,,
934452,2021-08-10,US_AL_01007,,,0.0,5186.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1352351,2022-06-01,US_IN_18123,,,4.0,10963.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1767221,2022-07-11,US_NC_37055,,,0.0,28943.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1697924,2021-05-14,US_MS_28057,,,29.0,4681.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1332288,2021-08-02,US_IN_18043,,,40.0,36892.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2541661,2021-10-03,US_WY_56043,,,0.0,2727.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587428,2022-09-13,US_MN_27019,,,0.0,72027.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2069164,2022-05-26,US_PA_42069,,,106.0,148445.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1612038,2022-05-31,US_MN_27119,,,4.0,18356.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1631469,2022-07-31,US_MO_29021,,,0.0,34330.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1366820,2021-06-15,US_IN_18183,,,29.0,11845.0,,,,,,,,,,,,,,,,,,,,,,,,,,
495260,2021-08-04,IL_M_0469,3.0,7006.0,4.0,6584.0,7.0,13590.0,,,,,,,,,,,,,,,,,,,,,,,,
2419132,2022-01-24,US_VA_51197,,,5.0,10955.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1862089,2022-01-04,US_NE_31129,,,8.0,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1160025,2022-04-29,US_GA_13181,,,2.0,3652.0,,,,,,,,,,,,,,,,,,,,,,,,,,
751865,2021-05-24,PL_08_10,0.0,24426.0,0.0,6980.0,0.0,31406.0,,,,,,,,,,,,,,,,,,,,,,,,
591600,2022-04-26,IL_Z_0485,0.0,5012.0,0.0,4508.0,0.0,9520.0,,,,,,,,,,,,,,,,,,,,,,,,
786249,2021-08-16,PL_14_17,0.0,45649.0,0.0,41892.0,0.0,87541.0,,,,,,,,,,,,,,,,,,,,,,,,
845599,2021-10-15,PL_24_17,73.0,58512.0,22.0,52254.0,95.0,110766.0,,,,,,,,,,,,,,,,,,,,,,,,
156624,2022-04-20,AR_N_028,34.0,129165.0,58.0,107756.0,92.0,236921.0,,,,,,,,,,,,,,,,,,,,,,,,
1002840,2021-11-30,US_AR_05147,,,10.0,3341.0,,,,,,,,,,,,,,,,,,,,,,,,,,
